RelVlaznost;TempZraka;Padavine24;BrzinaVjetraKMh
53,58549;24,62240;0,99777;7,27515
46,12498;24,90020;2,89280;6,80655
43,16790;26,25463;2,53022;6,11970
44,41273;22,59222;0,05949;8,89821
37,52240;21,66815;0,00414;7,93193
37,75300;25,47271;0,04095;5,73692
41,24976;26,75897;0,04215;5,15259
38,47030;29,35171;0,14808;5,05931
37,27398;29,29827;0,06475;5,93303
39,34862;29,13842;2,43718;6,70464
38,36267;28,98330;2,81080;6,61265
44,08712;27,40423;6,61799;4,70443
41,07608;27,51913;5,55306;4,59290
42,38750;26,88787;3,87653;5,97763
39,82946;28,09808;0,00626;4,92550
43,80960;27,26306;0,00317;4,86513
32,34879;29,48419;0,00293;5,94595
37,08197;28,11071;0,35844;5,80064
32,21729;28,51287;0,00673;7,17283
39,15220;25,61852;1,41985;8,71500
38,45680;25,76025;0,17376;6,94192
34,94465;29,37911;0,00090;9,01828
40,30619;27,47579;0,06921;11,21781
47,89434;21,87509;0,00413;10,66345
30,93108;24,18115;0,01478;9,42212
34,09195;23,86480;0,01246;9,17717
23,70001;29,05752;0,01940;7,96849
29,94814;28,94982;0,00165;7,34129
33,44822;28,15447;1,71054;8,84994
51,62403;21,14654;9,33234;10,42210
56,42840;22,07699;5,33678;11,59262
58,29458;21,70153;18,54669;8,29080
56,56130;22,45626;1,11283;4,66135
53,14709;22,99014;0,68145;5,91709
50,41069;24,72372;0,02896;7,69205
39,51203;28,55987;0,00067;5,86454
35,82409;29,17761;2,80464;8,39039
43,50173;26,28445;0,00220;8,33487
47,55023;24,42791;0,22542;7,94776
43,10667;25,08236;0,00394;8,05377
39,81677;26,00146;0,04430;5,83749
39,53795;27,44158;0,67457;4,57702
40,08348;27,80703;0,05872;4,75526
34,22030;29,23495;0,00084;7,66034
30,84019;30,98895;0,00670;8,93548
39,60158;28,05197;0,00187;8,94101
43,69219;26,11904;0,00611;9,10187
42,54757;25,13583;0,02173;9,92801
42,10691;23,04757;0,12609;10,19556
37,72522;21,55050;0,01431;10,50745
38,82002;20,10946;0,00603;7,75693
41,22763;21,33248;0,08035;5,71560
42,60269;22,31899;0,38569;4,96841
38,99189;25,14730;0,00227;5,77325
42,28506;24,97814;10,35616;5,40428
38,20505;25,53237;0,21167;8,02733
35,03500;26,17047;0,00598;8,65339
33,65799;26,57604;0,00315;8,20186
27,94437;29,15502;0,00097;6,36007
28,54946;29,79498;0,00438;4,98684
26,40794;30,46560;0,00362;5,36628
31,84969;29,66613;0,08052;6,21365
26,23442;30,94116;0,00303;6,80631
25,95495;29,54443;0,00617;7,60255
33,62432;27,54522;2,74078;10,24495
43,08913;19,82745;0,03464;11,72413
32,30445;23,92513;0,00072;6,30207
29,34332;25,94973;0,00246;5,64243
30,27937;25,76998;0,00802;6,15861
31,39147;26,79409;0,47121;8,53592
42,52380;25,15838;9,90427;9,02107
43,55333;25,14099;0,00957;6,66753
42,04478;24,30627;2,22073;6,43596
44,35843;23,24673;2,34811;5,61038
45,47246;22,34765;8,71979;4,75604
59,13645;19,57495;4,76164;7,14347
36,18323;21,84594;0,00447;8,16722
33,90507;23,96026;0,00501;6,28265
37,42853;24,84921;0,00133;7,20940
32,16173;24,55493;1,54562;6,42076
40,39827;23,74673;3,78814;4,24810
37,77820;22,44418;1,27195;7,49560
56,26896;19,82000;63,75850;11,89825
57,32843;16,31143;3,62525;9,36312
61,28106;16,82333;0,36207;7,88257
55,33919;17,34164;0,00794;8,17152
57,77971;19,11376;0,00257;5,28167
56,23754;19,99227;0,01635;3,77261
55,20773;18,68746;4,21494;6,69277
66,38010;11,92404;15,80535;11,28336
37,04448;17,02517;0,00346;6,20776
46,61719;20,81881;0,00194;7,01566
56,08448;21,70904;0,00117;5,20104
46,83154;23,44241;1,93175;11,83684
50,47945;21,25695;0,20538;8,67684
45,18472;21,78762;0,03354;10,48373
45,68687;23,03579;1,68302;13,43221
48,39882;21,65981;0,60705;6,99354
37,64443;24,28048;1,28748;7,71495
44,26144;21,84435;1,35765;7,99077
43,83379;23,05468;4,64991;7,11966
63,96343;17,10748;29,77257;7,36433
61,81422;17,16488;0,04973;4,38201
54,55187;18,47961;0,20512;4,37845
56,70777;18,17895;0,02520;6,18215
49,81453;20,20724;0,00216;5,13776
53,27730;17,94699;7,09526;9,18439
44,93167;13,41821;0,05023;9,08681
50,29175;14,62600;7,61137;5,45957
57,89738;15,01245;4,74477;5,70027
69,42967;13,09243;4,70808;5,29569
72,75272;11,60134;33,19366;7,11787
65,40672;13,33102;11,25929;5,33768
64,48933;13,52596;8,75476;6,13177
64,64116;15,61984;11,49644;12,26222
70,36465;11,67459;32,33114;12,85091
54,30470;15,38375;0,28668;5,79805
49,83406;18,44110;0,00135;5,53391
48,38792;18,36022;0,00000;4,78931
45,71436;18,73980;0,00028;4,35237
48,38646;16,88357;0,00162;5,15341
56,53666;15,29943;0,00052;5,77805
63,07170;14,29193;0,00067;6,88173
56,79302;14,30822;0,00264;5,29515
54,59340;15,01083;0,00229;4,24220
56,92092;14,41128;1,35360;7,73846
78,94637;9,99612;25,76645;16,26179
57,21941;10,05187;20,51831;9,48829
74,75676;6,03079;5,31230;8,05379
63,09865;6,58056;0,05720;6,04545
56,37860;11,21072;6,65236;8,64097
73,72408;9,27697;9,17254;13,05227
59,21568;12,83508;0,37808;9,41530
50,95926;13,42114;2,33304;7,97098
64,39989;15,51849;1,30651;12,11719
64,24986;15,26821;24,84698;16,29213
59,38462;9,45074;3,30297;6,89077
61,30447;7,03680;0,35325;6,84154
59,24991;10,09863;0,38982;5,72161
56,23042;9,41339;0,21689;5,68180
57,35468;11,63879;0,46681;8,05524
51,57674;15,30798;2,08743;12,19376
65,44783;10,80450;2,80007;6,57217
59,93316;8,06307;3,13781;6,92259
72,60225;6,43197;0,00093;10,15616
67,21392;6,41952;0,01263;7,26478
73,22736;6,81469;0,55800;5,84488
75,16756;9,31668;0,00745;4,82713
66,58067;10,07031;0,39499;5,79241
68,77364;7,82992;0,86464;6,77939
79,18197;7,11892;0,80445;7,92690
74,78426;7,52590;0,04210;5,50639
72,19525;9,20962;0,40136;4,08551
65,92664;6,35931;2,97430;3,33848
55,07350;9,14639;0,04948;3,66374
59,76068;9,23962;0,05121;5,11161
67,14827;7,12206;0,03025;7,95414
50,68979;11,51367;1,59370;11,20539
70,33038;7,56393;52,65506;15,10607
61,40388;7,63702;12,69358;14,05715
73,04204;3,03686;13,65749;10,23300
78,17641;3,97695;3,73780;6,32830
69,09016;1,96328;11,09470;7,57723
69,63786;-1,86768;3,91353;12,04629
58,03119;3,12032;13,79825;10,79917
72,49483;0,41223;5,47675;8,10205
71,29520;-1,38047;3,26299;7,11698
78,38545;-4,46998;7,70467;8,96551
72,80916;0,36553;14,13262;14,08159
64,87940;-2,80280;1,78085;13,73620
79,95091;-2,54780;22,67510;6,74468
66,42308;-1,54075;16,41039;9,63288
65,65964;-3,45341;0,84728;7,51941
61,04890;-0,75831;1,11520;7,95997
65,45745;2,13094;7,39278;11,75022
57,25635;3,41824;19,34564;13,94966
62,72474;6,92562;5,23639;6,38141
56,30594;2,35522;10,69485;5,63562
69,62872;-0,55421;28,20067;10,50619
65,87214;-1,80933;2,79404;10,65945
59,03866;-0,03959;0,85852;7,34799
60,40004;0,41439;9,35793;4,79993
46,77600;0,72213;1,53016;7,31148
64,16500;5,67761;4,73414;6,38774
58,95242;10,65249;6,67707;8,58835
55,70415;10,55029;7,92560;11,31431
61,68467;6,34219;8,89163;11,39838
68,16472;3,78280;12,04783;8,35972
80,76729;-0,10242;16,35351;11,24619
70,42986;2,49587;0,00584;10,36063
55,99865;4,76626;0,00318;4,75198
75,48052;1,28152;0,00192;7,46705
60,03583;3,42590;0,04388;7,75200
69,04489;2,29284;0,07921;7,00057
62,81425;4,65664;0,12917;4,71946
46,41034;5,66378;3,74369;7,46573
51,07470;3,95303;9,78932;10,95730
69,21326;0,92428;0,28977;11,00064
65,55397;0,76324;0,38970;11,10478
62,52987;0,51016;1,40450;5,59293
59,20935;2,81002;0,15266;5,50231
59,00843;2,20571;3,02078;8,48547
71,96154;-1,36863;3,21417;6,92682
48,95200;0,08987;0,03778;7,26521
55,16095;-1,64606;5,54099;9,62137
62,52225;2,83669;19,20370;13,45903
66,49555;1,97845;15,53493;7,47333
57,20333;3,20779;8,84512;7,71285
60,75291;-0,94126;11,38231;8,32743
69,13586;-0,06119;6,74680;10,20730
60,16184;1,35751;2,92305;8,14207
69,46091;5,12048;12,07732;12,69181
48,86013;4,82116;9,74715;12,98512
73,86955;2,36474;3,43186;7,34735
70,61815;3,77667;3,97420;7,13304
68,25212;0,87515;26,40380;9,88407
62,35956;0,15542;2,31567;12,79492
80,79676;-2,29230;0,01474;10,79563
67,04729;0,06591;0,19400;7,11075
71,08530;-0,07236;2,46799;6,00431
48,09091;4,95031;0,50906;6,31703
55,21981;10,33215;1,49005;7,68503
55,27164;5,81246;3,35007;9,27403
45,44151;6,38815;3,84497;9,71279
46,63253;9,08312;17,76048;17,61884
70,96117;-2,53678;5,55025;12,39478
64,77000;2,34008;0,22375;7,16445
53,24151;5,96810;12,98769;9,15760
54,75163;3,62701;16,01919;12,34119
61,55894;1,73864;1,25054;8,56517
63,40059;0,03246;4,46679;9,47114
64,42327;-1,98616642945;14,89637;7,82059
65,44596;-4,00480;0,45026;6,24687
55,46499;0,41430;3,00817;9,35315
56,71734;2,55007;19,63665;12,01765
54,51796;3,19869;12,58201;9,86609
58,38189;3,54040;0,88515;6,99454
55,20454;5,30776;0,00669;5,48933
61,67830;2,17791;0,01390;6,27046
60,09561;4,11492;0,37804;6,75151
70,01543;1,50552;4,72094;7,17256
69,79411;2,01998;0,67726;5,14716
57,73078;2,88036;0,09033;5,40204
76,19582;2,91641;2,94198;8,33716
67,30798;4,67541;1,30900;6,98669
57,84857;4,88311;11,12738;11,74743
42,29183;7,23495;15,39524;10,88337
65,20116;4,99548;2,19066;6,44279
58,45685;3,78658;4,76691;5,59120
67,43340;3,73382;0,74310;6,91746
59,69231;6,70321;0,06275;5,86300
62,14661;7,39776;0,01597;4,58805
50,86211;5,14016;0,01634;9,41869
37,77678;8,30654;0,03453;6,24156
46,03994;7,25094;0,00287;7,10912
34,82109;10,22122;1,05592;8,27116
67,08353;12,20339;11,29202;12,78740
72,74081;7,74239;1,14860;11,62448
76,53763;8,13305;0,82121;10,05319
74,95642;7,07855;2,07686;7,64839
65,62740;9,13784;2,12769;11,01458
65,37280;6,08889;7,53307;6,39077
56,29927;8,65569;3,98214;7,36038
61,01061;7,20474;5,44278;8,50906
65,09740;9,54431;11,27537;12,33819
46,57052;4,38925;0,91547;16,10815
54,57004;0,09802;0,36625;9,69652
43,43642;4,03155;0,91828;8,64796
61,39480;9,81954;7,53314;18,23415
51,22793;7,16891;0,88504;16,11132
46,79272;10,84677;3,59876;8,39904
67,04562;9,43362;4,68658;10,42121
51,82312;5,24325;0,00745;10,19524
50,28429;10,31591;0,15728;6,07842
54,24691;9,02694;1,27781;10,18758
65,55914;7,82299;7,99625;11,73897
73,01550;4,09182;1,31283;6,83641
66,99606;5,09850;0,73957;6,20575
63,77073;8,46539;0,07418;6,16921
59,69018;10,88891;1,86153;12,91281
53,79381;15,95873;4,32878;11,54926
60,35691;8,24307;7,14325;13,83366
74,30144;6,56899;0,73046;8,67723
70,77500;7,66876;8,34577;9,57709
80,03976;3,55843;0,24218;7,63570
62,84372;8,54461;0,27790;6,10055
72,81478;7,87838;3,22050;11,16659
62,35290;8,62525;0,03449;7,15051
51,89103;9,37213;6,69399;12,86030
71,34122;7,73101;0,52500;8,02247
60,87027;9,56518;0,73132;10,05524
56,52071;10,94348;0,85235;9,61035
46,22577;12,54382;0,37795;7,52830
59,58368;13,99682;0,32698;12,85577
58,18672;11,71697;0,98716;7,24592
42,24918;12,21597;0,11131;7,24432
40,22551;11,16470;0,04791;8,51196
41,18293;11,88586;0,03178;7,87466
36,97267;14,62771;0,09603;6,35358
41,06746;16,06909;0,05727;6,44160
38,09748;16,81222;0,01631;7,64234
40,18344;15,90594;0,08884;7,78876
45,33120;15,44991;1,68097;6,85552
48,75977;14,30612;10,64060;7,13537
54,97090;14,51867;0,34775;6,22387
41,11679;18,64263;0,19771;4,08878
39,10099;20,67263;0,10305;4,71332
32,05001;21,54855;0,35786;7,63291
46,69405;18,18099;3,00899;13,08768
46,54934;18,21520;0,03901;10,68331
39,34675;21,54125;0,11411;6,34740
39,15939;21,81216;0,14699;7,53445
37,01781;23,06671;0,22310;6,39721
41,15016;22,12289;2,19302;6,94032
51,03905;18,92947;0,20577;7,07225
43,13339;20,00109;1,89224;6,14190
52,79824;17,93606;7,06030;7,53680
56,30698;17,38650;22,82217;8,74520
58,48410;17,27908;15,43894;9,03212
52,77569;17,06219;7,71054;6,22911
58,06213;17,23306;0,17218;7,10121
50,45473;19,04968;6,18630;5,18615
59,55005;16,19433;15,18108;6,34827
57,20654;13,13711;2,36766;7,99229
53,98444;13,18600;0,32052;11,97434
43,30404;16,09033;0,00803;6,44788
46,85744;17,20223;0,16314;6,60212
40,59760;22,49475;9,02962;10,66534
55,72607;16,50805;7,20745;11,47323
44,49895;18,45791;0,01490;8,05702
42,98326;21,70468;0,05524;13,14132
46,74510;17,13241;0,15824;9,53667
50,80948;17,17663;10,39328;8,56315
54,90911;15,45022;26,34581;6,90048
70,55072;16,10989;21,05006;10,60522
56,84430;15,80889;7,15078;8,05523
58,96270;12,55606;7,91516;9,60590
61,49481;11,15502;5,05460;9,36148
55,47494;13,69888;0,75058;12,11164
52,88620;16,69088;4,22797;8,61081
45,29940;19,75286;1,78919;7,77551
61,70111;13,40600;12,50077;11,00995
56,75240;12,44589;10,13100;12,11195
69,98129;11,77816;14,21770;7,28987
65,46831;14,04064;1,54300;5,55707
57,57832;13,99526;1,72074;6,88175
58,22850;16,31124;1,22278;6,73156
62,08064;15,39828;1,21966;5,38137
54,18669;18,26113;1,70614;4,76367
56,04902;17,73309;3,69550;7,06205
53,10453;19,90881;1,35723;6,22281
47,04740;22,30282;1,83389;6,62881
53,49541;18,31616;9,35896;11,96263
50,10006;18,07485;2,44843;8,05024
59,43999;17,13778;0,45974;11,29143
55,24177;20,31115;0,01902;9,55404
48,21603;22,50735;0,00081;6,38815
43,32240;24,54101;0,00493;4,71362
45,24477;24,76458;0,09014;4,40616
45,56013;26,77310;1,06709;4,95391
46,84476;27,01800;2,04807;4,17969
44,30418;27,78967;0,72563;4,56098
38,81940;28,38040;0,07181;6,31562
39,68988;27,95468;0,02162;6,20460
40,51651;27,53619;0,40922;5,38882
46,17437;23,20736;0,67825;6,60230
51,97934;22,01983;11,82021;7,34062
58,74441;17,75381;5,39320;7,36020
50,84727;16,93887;0,03503;10,17521
44,99042;17,95535;0,02247;8,74483
50,19349;17,89834;0,50279;5,44456
59,87506;17,15017;4,04600;6,42943
47,68958;17,61422;0,12160;11,28227
40,60802;20,57549;0,00443;7,58778
41,15421;22,02181;0,01075;5,85636
39,77575;23,80367;0,15756;5,49734
38,29749;23,44375;2,02758;7,91111
46,43488;22,88046;2,45112;11,09587
48,03778;22,78286;3,94930;8,50089
52,79907;22,23702;4,64877;9,92771
48,73816;24,04522;9,53887;8,77434
49,23030;23,12359;8,75168;8,32283
49,49463;24,17184;0,90191;6,27331
49,38967;23,11910;6,44395;6,02696
57,02005;21,40261;0,51648;7,03967
45,50706;23,01806;2,56828;6,29972
48,37622;21,43633;0,06380;7,00070
41,84250;22,50320;1,99215;7,57957
43,70974;20,10150;0,00687;10,66862
41,33923;23,45205;0,00026;7,91488
42,93238;22,85424;0,00595;7,15814
43,93491;23,97033;3,61615;5,10859
43,31236;24,60485;0,31060;6,35505
47,59761;22,52282;0,01028;9,27316
40,97803;24,12893;0,01017;7,25763
38,75945;24,55783;0,00796;5,39215
34,33707;26,80548;0,46993;5,13850
41,83438;25,72640;1,57020;5,34053
40,34296;27,14047;0,00466;6,05142
41,68502;27,19616;0,06263;6,05165
39,38375;29,73089;0,01107;5,48580
35,35462;30,36654;3,15952;7,18333
51,28680;22,96548;5,13396;8,38981
41,01558;24,26528;0,00241;12,10114
44,99700;24,41128;0,00745;8,63044
41,38149;27,26412;0,00271;6,10516
33,96146;28,00430;0,02484;6,21656
35,73430;28,76449;0,00614;7,15973
35,51448;29,05880;0,00651;6,84129
32,81569;28,94522;0,36733;6,89385
30,45218;30,38421;0,51941;6,24440
30,30668;30,58547;0,10464;6,60592
33,20859;29,68810;4,96866;6,03651
56,95717;22,71392;6,23348;10,96411
43,88256;24,35180;0,00156;8,04950
46,79028;24,65243;0,00124;6,42429
38,64144;26,73977;0,06897;5,62307
48,19787;23,87698;0,04394;9,67437
47,74340;22,76794;0,01390;8,80453
43,36209;24,60443;0,00217;7,28497
45,40358;24,96902;0,00342;6,34742
41,05091;26,49993;0,07869;4,95349
39,88278;26,37771;0,45522;4,51236
46,80087;23,37332;3,34295;9,85767
49,13925;21,27694;0,33441;8,71867
49,06509;22,80099;0,04915;7,27610
44,35070;23,77856;2,21455;6,01766
50,62075;22,12884;3,04989;5,66447
52,31811;22,18209;10,91927;8,24477
55,04822;19,91500;14,07393;8,44736
60,04197;21,57363;10,58006;6,03486
51,67225;19,81002;16,72338;6,31341
55,12267;19,25555;0,02447;7,56797
42,41265;20,16274;0,00686;7,32264
44,89448;20,64388;0,00523;6,55229
43,65341;21,18374;0,04744;6,27778
53,89288;19,84362;0,43109;7,29911
51,74534;21,26184;0,03283;8,14131
43,05451;20,38894;0,00029;7,64552
45,26403;22,58392;0,00039;5,58140
43,70143;22,02157;0,00489;5,65806
46,52674;21,76583;0,00392;6,18437
35,49678;24,11053;0,22290;5,92186
52,09223;21,26983;3,55624;7,91626
54,89966;21,84771;5,04250;7,09089
53,02477;18,99148;24,96756;8,15779
60,31146;18,03720;22,41727;6,48322
49,95555;16,53469;3,66007;5,92483
45,79908;17,74984;0,06356;8,94570
46,41868;20,45547;1,92907;7,97613
59,15126;19,18615;6,89081;6,60205
64,05707;14,54519;18,72341;12,17268
49,30910;17,91082;0,02895;7,58672
63,88224;15,39340;5,90183;7,59571
49,50740;16,52123;0,01466;6,52402
54,04877;16,18826;0,02223;8,52164
52,10026;15,88726;0,01126;9,64846
49,82305;18,16488;0,00947;6,93122
40,55082;21,13360;0,00499;4,74300
48,19252;20,72164;0,00410;7,42332
54,42062;19,63275;0,06055;9,21872
60,64990;17,03649;0,68496;5,25247
68,74770;17,38946;0,14974;4,39481
49,57818;21,99374;27,32162;7,98612
65,34547;14,42056;20,23382;7,15828
69,86366;13,27426;0,12505;8,75968
63,48487;11,78381;0,00136;9,58855
43,95957;12,07800;2,21277;8,76627
41,74941;13,40579;0,00049;7,10365
39,23829;16,74990;2,64049;6,35403
49,59544;18,74926;1,01450;5,61235
57,20550;14,00756;12,47843;5,67080
60,29186;14,61297;17,24662;5,05276
67,11805;14,15814;28,38379;5,18114
58,79716;15,50085;1,98298;8,72491
58,05295;16,54736;10,87027;11,80499
62,73132;16,08032;2,95994;9,53102
59,16645;17,85165;0,96817;5,77258
60,75602;16,20983;0,26761;4,13841
52,30411;15,32131;5,32196;8,61949
67,60846;10,77380;68,06532;10,87044
63,60486;12,85897;0,07616;11,28335
51,90631;14,80209;0,00342;6,20163
45,72347;16,26330;0,12568;6,18540
48,27353;18,92346;0,78288;9,66702
65,62051;16,89807;0,69302;7,33616
57,04140;18,53216;0,00549;6,35084
50,54100;19,96060;0,00117;8,38837
43,87538;17,02322;0,85337;6,46306
52,34278;17,75222;0,00588;4,41018
59,41295;16,69583;0,01489;5,69014
59,17799;18,45275;0,00546;7,35076
62,33344;16,01788;0,00343;7,73622
53,67279;17,48251;0,00243;6,86854
53,06492;15,71844;0,60195;6,73503
66,06267;11,76870;0,06987;7,44672
64,75801;14,20281;0,00022;4,31716
63,36637;12,98461;5,08576;9,58782
62,00839;14,07412;2,20692;14,43486
61,06778;10,90167;4,63579;12,23833
69,55138;9,77389;70,28625;13,18761
63,73367;8,74716;10,20498;4,87801
51,99968;13,67489;0,01722;5,89253
53,44115;13,89575;0,13650;8,50643
53,88472;12,98300;4,99095;10,54691
63,95903;10,78735;18,88477;10,00186
64,04974;1,43264;63,88664;14,18495
61,54556;8,41589;1,47275;10,61791
76,88078;7,68801;1,14533;8,57894
70,69086;8,34042;0,00174;8,49710
71,42726;7,18649;0,00303;7,19558
82,16130;8,13674;0,00254;8,32170
64,14777;9,09530;0,00292;5,04315
73,72853;8,51184;0,86483;5,81511
73,27129;7,39086;51,46904;11,61557
67,28496;5,91009;8,31099;11,25017
73,24460;3,97268;13,55103;8,70073
68,57103;4,78930;25,67140;10,38603
61,07756;9,46752;28,34152;8,97604
73,58257;4,75213;1,85676;7,34451
53,32415;-2,05686;10,33935;13,72258
68,00026;-0,48398;25,83875;17,42691
74,90332;-1,85718;9,71083;10,68785
78,19514;1,83346;0,00452;4,45148
58,90994;3,25366;0,76978;5,49619
69,53488;4,77242;2,38142;7,21120
73,45759;3,02978;2,70400;10,35289
69,42844;4,61971;6,66531;11,04551
60,48867;3,87686;1,97880;9,97677
54,64000;3,97933;0,01002;4,92957
58,74613;3,66302;0,05352;7,67305
68,71750;1,94232;0,94520;9,18024
52,28070;0,82113;0,29329;8,53900
59,84037;3,33108;0,59707;6,31038
46,88119;7,77084;2,11376;8,28331
66,14777;4,44271;0,37016;9,20174
62,29459;5,93679;0,48441;5,59984
69,85379;4,71545;0,04265;4,57418
62,38902;6,57821;0,07579;4,66121
67,91483;5,61053;0,11711;3,57640
68,65993;3,17605;1,18290;6,25276
71,08891;3,92324;0,06774;6,87186
57,71550;5,66424;0,06259;6,73719
62,86067;4,74194;0,06580;4,33750
68,90265;3,95724;0,86810;7,42340
65,82045;5,69790;0,42776;8,12181
76,60396;5,29586;0,30256;4,86836
77,17493;6,83135;0,47776;6,57407
64,92634;6,20245;0,79799;6,07920
53,06433;6,68353;0,46344;8,43646
55,18266;7,08755;1,25509;13,20307
64,28617;4,11309;19,49270;15,40130
51,07357;7,07559;2,36597;7,25133
68,45033;8,57208;0,18052;5,66261
50,61712;9,77761;0,58800;5,95614
64,31850;3,15801;1,64009;7,01317
73,12379;2,46468;0,47029;5,34193
71,15499;4,71993;0,05022;4,48703
66,93965;5,38375;0,29685;8,52450
49,61112;6,52044;0,31194;8,11331
60,03653;7,74780;0,81254;10,21684
64,56302;6,94122;17,05354;12,47931
69,08950;6,13464;0,07792;5,19334
63,22782;9,11712;0,16996;5,03953
65,43117;9,76116;0,05188;4,47121
50,42981;10,70910;0,03494;5,96119
52,33154;5,88989;0,19070;7,81792
63,21899;8,29907;0,11641;6,25619
83,66453;4,97604;0,09752;5,68547
62,83273;6,54073;0,06116;5,39329
70,77177;3,14813;3,59125;10,65617
73,50684;2,84719;14,72491;6,90442
52,14936;6,11730;0,91522;5,92977
54,96592;11,49240;0,77575;13,16110
54,18853;9,18731;0,73929;11,91400
37,75000;5,85000;37,93205;15,18657
61,68776;6,91927;21,18827;10,88671
70,28297;3,28671;7,15498;7,71055
61,98171;4,83398;0,41609;5,68149
68,45494;4,07083;0,44442;5,56275
32,03328;2,09850;15,12089;10,96895
73,53131;-1,66889;5,14631;13,94811
62,20263;0,26663;0,73392;9,07911
60,74776;2,34948;1,15358;5,90942
59,10828;-2,57487;6,86733;7,92078
75,55182;-0,19645;0,43304;6,08734
64,12128;1,67361;10,70051;11,54693
63,47266;5,06872;6,78335;11,41313
50,12502;5,16308;14,99685;11,95534
67,86626;7,21114;4,03664;9,50931
63,16156;3,56109;0,07702;7,79815
54,09381;0,86242;0,18251;6,15143
69,65145;2,10400;1,11649;8,99753
76,75926;2,71923;1,88611;6,42770
69,04231;9,34579;0,38249;11,16910
73,82314;6,05316;2,07964;10,56663
63,27290;7,72445;6,47925;12,49277
60,54678;6,27154;4,18121;12,25474
50,53162;11,39819;7,91318;14,38897
70,78603;4,76263;9,03687;13,30034
56,06643;6,09908;0,54234;7,77288
75,63492;1,71905;4,32545;9,94054
56,40045;11,02191;0,12372;8,14481
59,95992;11,72326;0,18050;11,15342
58,80168;10,23629;0,03416;11,41081
53,87702;10,05114;0,45086;8,00949
43,43253;11,19891;0,85583;12,48858
57,50000;12,13125;5,68355;7,94181
65,37370;4,88180;3,99097;6,58974
70,93494;5,68087;5,42404;5,94166
66,66434;4,19406;0,69606;8,70343
64,43964;4,84924;0,21959;7,17348
65,41966;7,44558;0,04864;5,66488
51,63742;6,81823;0,09423;6,11849
40,92344;8,99713;3,05533;7,10735
63,02726;4,83566;5,12681;9,76087
67,66532;5,05007;0,70356;12,42887
64,15865;4,80117;0,60265;6,88382
62,01505;5,64257;0,08736;4,28368
51,37173;6,54101;0,85943;9,11615
68,44672;1,55319;1,51608;8,06087
62,36807;3,82574;0,49890;10,17460
69,89880;4,38989;0,07718;9,72094
70,38718;10,24200;0,04504;11,08572
59,37753;7,46111;0,01383;11,32854
51,93031;7,42465;0,24826;13,48045
40,53718;7,83431;0,17755;10,07946
36,50595;10,66149;0,02489;6,86221
44,72517;10,97650;0,00719;5,22566
38,37603;13,27984;0,00134;3,51249
35,59371;13,53314;0,20192;9,47862
48,26400;11,07125;0,08551;8,99705
41,72428;15,36654;0,03131;6,14559
36,89803;15,85339;0,03703;6,27562
66,06810;11,71542;1,11401;10,66309
40,41006;12,67053;0,03568;6,94209
36,25683;15,19311;0,01787;8,45479
45,38736;13,83782385;0,02947;11,18605
49,95263;13,160181025;8,02436;17,40885
46,66395;12,8213596125;7,80910;8,81807
48,02917;12,65194890625;0,19697;6,63309
41,75125;12,567243553125;0,97842;7,84732
44,16677;12,5248908765625;1,72016;9,74166
43,18313;12,5037145382813;0,92323;7,16919
54,51789;12,48254;0,04823;7,63364
43,37527;15,25204;0,01432;4,93161
49,39440;13,81713;0,17119;5,34536
35,47334;15,73400;0,12603;5,00732
46,58228;14,52627;0,13249;5,26574
42,19949;15,50875;0,10483;8,45157
38,20429;14,88354;0,58294;8,91697
57,73196;10,98940;1,44307;7,07963
61,20502;12,90179;0,08398;7,63380
48,47565;13,41363;0,05167;7,20001
39,65873;16,55096;0,15213;5,70758
52,43910;10,99093;3,23655;9,30971
55,10596;9,00790;0,46548;9,41102
57,32764;8,36819;0,10870;7,73542
45,32878;11,90627;0,07874;5,07597
54,73039;11,96585;0,01607;5,23022
48,06469;14,06872;3,08540;8,07188
60,13002;7,68768;6,11471;11,94287
60,81922;3,48956;2,96293;16,73201
74,31473;6,13513;1,85389;12,14064
65,58104;10,12405;0,15249;8,55615
66,54202;11,36578;3,12744;8,01297
65,38215;11,71273;1,04472;8,05138
65,91692;14,61230;6,72940;8,42605
56,30252;16,01254;0,71107;6,37360
64,11047;13,77062;8,47164;7,46256
71,91841;11,52871;5,91979;8,08360
63,21509;12,02941;1,73742;5,90155
65,65762;11,98120;3,78063;4,97845
56,38241;14,59405;6,42466;5,75212
59,62228;12,88558;3,89075;5,96470
60,76288;13,94198;11,66417;5,74351
62,74734;14,40020;1,75491;5,03401
56,96461;14,58953;1,84242;4,96022
59,37137;15,37698;3,48454;4,53006
44,70886;14,83975;8,13494;7,86872
73,61611;12,43478;4,68389;11,65583
44,37172;12,04495;0,02310;9,38269
33,73173;16,97943;0,21399;6,22596
38,41833;17,70077;2,30289;8,33314
56,90651;14,93994;0,48075;5,91375
44,34105;16,70465;0,01973;6,32877
50,32625;17,95925;0,03536;6,66011
41,51026;20,73159;5,02675;12,82676
52,94202;13,34008;2,92432;7,89917
61,35023;14,13534;12,69034;8,75945
69,09214;11,77694;29,20082;16,28578
80,87786;7,10470;15,91775;14,96598
84,00594;8,42327;3,54734;9,75528
65,97898;10,25710;0,77511;6,61402
52,08031;14,86254;1,38955;6,97337
46,71953;17,84628;0,49884;5,57339
